Country Code,Series Code,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,Most_Recent
ABW,EN.CO2.OTHX.ZS,,,,,,,,,,,,,,,,,,
ABW,EN.CO2.BLDG.ZS,,,,,,,,,,,,,,,,,,
ABW,EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,EN.CO2.TRAN.ZS,,,,,,,,,,,,,,,,,,
ABW,EN.ATM.GHGT.ZG,,,,,,,,,,,,,,,,,,
ABW,EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,
AUS,EN.ATM.CO2E.KT,316883.805,325343.574,329443.28,324844.862,341353.696,336271.234,342699.485,350172.831,365346.877,372090.49,385904.079,394792.887,390861.863,391818.95,388126.281,372266.506,361261.839,361261.839
AUS,EN.ATM.CO2E.PC,16.93569585,17.19029769,17.20060983,16.73336743,17.37045177,16.90195895,17.02651535,17.16971145,17.65139831,17.86526004,18.16087566,18.20018196,17.74084505,17.53887776,17.06614082,16.08347439,15.37013776,15.37013776
AUS,EN.ATM.CO2E.KD.GD,0.408044851,0.398963016,0.388946473,0.376255564,0.380708696,0.363875463,0.356069916,0.352541013,0.357180646,0.350626007,0.350674313,0.35236691,0.341998256,0.334889368,0.320099995,0.299327648,0.283091981,0.283091981
AUS,EN.CO2.ETOT.ZS,58.80481779,59.05856596,58.85270391,59.91848224,62.69734392,60.86549906,61.32006,62.10206496,62.51490659,62.68421732,62.05923836,63.31750922,62.92293474,61.55136809,60.90314914,59.37826269,58.35785756,58.35785756
AUS,EN.ATM.CO2E.GF.ZS,12.73158595,12.92464101,13.40048976,14.32054726,14.39390684,13.97243244,13.73816275,12.40928654,14.49348094,16.31221051,16.97026711,17.01451779,16.66494666,17.48900328,16.85798777,18.61935814,20.09805414,20.09805414
AUS,EN.ATM.CO2E.LF.ZS,27.51605624,27.40132098,27.61798753,24.81204705,26.34926091,28.4094131,27.7588144,28.39056266,26.86513234,26.61673401,27.7468951,27.21969887,29.37263695,30.47730463,31.56562078,33.15175634,33.27141509,33.27141509
AUS,EN.CO2.MANF.ZS,14.69116739,14.42559144,14.32925007,13.85215377,10.8592877,12.54038429,12.34419746,11.77134868,11.29985425,11.16789263,11.48352353,10.54239685,9.765364276,10.22715539,10.62285257,11.39590729,11.48804109,11.48804109
AUS,EN.CO2.OTHX.ZS,1.247683755,1.258894362,1.254855094,1.234495499,1.444084697,1.740066882,1.67734897,1.742310174,1.597985955,1.530520067,1.536094371,1.510024746,1.573650973,1.587506453,1.617194968,1.657444143,1.690834181,1.690834181
